id,title,difficulty,level,topic,platform,statement,description,input_format,output_format,constraints,sample_input,sample_output,sample_explanation,time_limit_ms,memory_limit_mb,submissions,acceptance_rate,updated_at,kind,family
P00060,Rotate Array by 1 - Easy #60,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 9 integers, rotate it by 1 positions to the right.",Practice array manipulation: rotate array.,First line: n = 9. Second line: 9 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","9 2
76 27 70 58 65 10 89 88 24",88 24 76 27 70 58 65 10 89,Rotate the array right by 2. (problem P00060),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00061,Max Subarray Sum (Window 3) - Easy #61,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 10 integers, find the maximum sum of any subarray of size 3.",Practice array manipulation: find subarray.,First line: n = 10. Second line: 10 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 100
1 <= array elements <= 1000","7 3
32 20 86 60 46 71 11",192,Scan all subarrays of size 3. (problem P00061),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00062,Swap Elements in Array - Easy #62,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 11 integers, swap elements at indices 7 and 3 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 11. Second line: 11 space-separated integers.,Print the array after swapping.,"1 <= n <= 100
1 <= array elements <= 1000","12
94 99 28 49 26 74 14 99 50 85 69 27",50 99 28 49 26 74 14 99 94 85 69 27,Swap values at indices 0 and 8. (problem P00062),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00063,Find Maximum in Array - Easy #63,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 12 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 12. Second line: 12 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","11
16 68 23 16 87 73 70 46 16 9 36",87,"The maximum value in [16, 68, 23, 16, 87, 73, 70, 46, 16, 9, 36] is 87. (problem P00063)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00064,Find Minimum in Array - Easy #64,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 5 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 5. Second line: 5 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","8
80 47 61 70 2 18 49 9",2,"The minimum value in [80, 47, 61, 70, 2, 18, 49, 9] is 2. (problem P00064)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00065,Sum of Array Elements - Easy #65,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 6 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 6. Second line: 6 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 100
1 <= array elements <= 1000","9
49 12 19 12 48 61 21 20 33",275,Add all elements: 275. (problem P00065),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00066,Reverse an Array - Easy #66,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 7 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 7. Second line: 7 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","11
50 28 46 65 42 28 49 13 49 65 11",11 65 49 13 49 28 42 65 46 28 50,Reverse the order of the elements. (problem P00066),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00067,Rotate Array by 2 - Easy #67,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 8 integers, rotate it by 2 positions to the right.",Practice array manipulation: rotate array.,First line: n = 8. Second line: 8 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","11 3
71 46 4 20 81 52 25 96 43 21 53",43 21 53 71 46 4 20 81 52 25 96,Rotate the array right by 3. (problem P00067),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00068,Max Subarray Sum (Window 2) - Easy #68,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 9 integers, find the maximum sum of any subarray of size 2.",Practice array manipulation: find subarray.,First line: n = 9. Second line: 9 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 100
1 <= array elements <= 1000","5 4
39 2 51 90 24",182,Scan all subarrays of size 4. (problem P00068),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00069,Swap Elements in Array - Easy #69,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 10 integers, swap elements at indices 9 and 8 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 10. Second line: 10 space-separated integers.,Print the array after swapping.,"1 <= n <= 100
1 <= array elements <= 1000","9
63 24 28 16 46 72 88 93 88",63 24 28 16 72 46 88 93 88,Swap values at indices 4 and 5. (problem P00069),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00070,Find Maximum in Array - Easy #70,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 11 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 11. Second line: 11 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","5
13 83 81 89 85",89,"The maximum value in [13, 83, 81, 89, 85] is 89. (problem P00070)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00071,Find Minimum in Array - Easy #71,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 12 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 12. Second line: 12 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","6
77 50 12 35 29 48",12,"The minimum value in [77, 50, 12, 35, 29, 48] is 12. (problem P00071)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00072,Sum of Array Elements - Easy #72,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 5 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 5. Second line: 5 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 100
1 <= array elements <= 1000","8
95 78 76 72 15 15 32 91",474,Add all elements: 474. (problem P00072),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00073,Reverse an Array - Easy #73,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 6 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 6. Second line: 6 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","11
91 26 52 36 16 7 2 32 52 68 28",28 68 52 32 2 7 16 36 52 26 91,Reverse the order of the elements. (problem P00073),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00074,Rotate Array by 3 - Easy #74,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 7 integers, rotate it by 3 positions to the right.",Practice array manipulation: rotate array.,First line: n = 7. Second line: 7 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","9 2
61 12 60 12 72 53 48 90 7",90 7 61 12 60 12 72 53 48,Rotate the array right by 2. (problem P00074),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00075,Max Subarray Sum (Window 5) - Easy #75,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 8 integers, find the maximum sum of any subarray of size 5.",Practice array manipulation: find subarray.,First line: n = 8. Second line: 8 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 100
1 <= array elements <= 1000","10 3
93 23 7 36 77 18 83 73 17 73",178,Scan all subarrays of size 3. (problem P00075),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00076,Swap Elements in Array - Easy #76,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 9 integers, swap elements at indices 4 and 8 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 9. Second line: 9 space-separated integers.,Print the array after swapping.,"1 <= n <= 100
1 <= array elements <= 1000","9
90 65 14 60 40 74 68 83 89",90 65 14 60 40 74 83 68 89,Swap values at indices 6 and 7. (problem P00076),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00077,Find Maximum in Array - Easy #77,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 10 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 10. Second line: 10 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","6
66 43 8 96 88 93",96,"The maximum value in [66, 43, 8, 96, 88, 93] is 96. (problem P00077)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00078,Find Minimum in Array - Easy #78,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 11 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 11. Second line: 11 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","7
68 27 63 96 52 83 90",27,"The minimum value in [68, 27, 63, 96, 52, 83, 90] is 27. (problem P00078)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00079,Sum of Array Elements - Easy #79,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 12 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 12. Second line: 12 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 100
1 <= array elements <= 1000","7
78 55 90 8 56 85 57",429,Add all elements: 429. (problem P00079),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00080,Reverse an Array - Easy #80,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 5 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 5. Second line: 5 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","11
88 75 72 27 43 4 67 27 16 35 90",90 35 16 27 67 4 43 27 72 75 88,Reverse the order of the elements. (problem P00080),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00081,Rotate Array by 1 - Easy #81,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 6 integers, rotate it by 1 positions to the right.",Practice array manipulation: rotate array.,First line: n = 6. Second line: 6 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","5 3
88 26 87 82 67",87 82 67 88 26,Rotate the array right by 3. (problem P00081),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00082,Max Subarray Sum (Window 4) - Easy #82,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 7 integers, find the maximum sum of any subarray of size 4.",Practice array manipulation: find subarray.,First line: n = 7. Second line: 7 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 100
1 <= array elements <= 1000","9 3
23 46 17 30 35 37 54 97 94",245,Scan all subarrays of size 3. (problem P00082),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00083,Swap Elements in Array - Easy #83,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 8 integers, swap elements at indices 3 and 6 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 8. Second line: 8 space-separated integers.,Print the array after swapping.,"1 <= n <= 100
1 <= array elements <= 1000","11
70 56 41 87 6 42 61 14 25 36 98",70 56 41 87 6 61 42 14 25 36 98,Swap values at indices 5 and 6. (problem P00083),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00084,Find Maximum in Array - Easy #84,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 9 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 9. Second line: 9 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","6
30 64 78 63 22 55",78,"The maximum value in [30, 64, 78, 63, 22, 55] is 78. (problem P00084)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00085,Find Minimum in Array - Easy #85,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 10 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 10. Second line: 10 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 100
1 <= array elements <= 1000","10
63 48 59 80 15 60 30 60 1 43",1,"The minimum value in [63, 48, 59, 80, 15, 60, 30, 60, 1, 43] is 1. (problem P00085)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00086,Sum of Array Elements - Easy #86,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 11 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 11. Second line: 11 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 100
1 <= array elements <= 1000","6
64 37 36 79 7 14",237,Add all elements: 237. (problem P00086),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00087,Reverse an Array - Easy #87,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 12 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 12. Second line: 12 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","5
33 34 89 71 89",89 71 89 34 33,Reverse the order of the elements. (problem P00087),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00088,Rotate Array by 2 - Easy #88,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 5 integers, rotate it by 2 positions to the right.",Practice array manipulation: rotate array.,First line: n = 5. Second line: 5 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 100
1 <= array elements <= 1000","8 1
28 86 60 31 66 99 64 35",35 28 86 60 31 66 99 64,Rotate the array right by 1. (problem P00088),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00089,Max Subarray Sum (Window 3) - Easy #89,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 6 integers, find the maximum sum of any subarray of size 3.",Practice array manipulation: find subarray.,First line: n = 6. Second line: 6 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 100
1 <= array elements <= 1000","10 3
74 45 62 29 99 93 27 74 44 46",221,Scan all subarrays of size 3. (problem P00089),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
P00090,Swap Elements in Array - Easy #90,Easy,Beginner,"[""Programming Basics""]",CodingStar,"Given an array of 7 integers, swap elements at indices 6 and 5 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 7. Second line: 7 space-separated integers.,Print the array after swapping.,"1 <= n <= 100
1 <= array elements <= 1000","7
84 21 48 23 53 63 23",84 23 48 23 53 63 21,Swap values at indices 1 and 6. (problem P00090),2000,256,0,,2026-05-21T12:12:20Z,algorithm,basics
