id,problem_id,input_data,expected_output,is_sample,explanation
P00084_TC3,P00084,6 25 29 49 3 23 44 32 18,49,False,Additional variant testcase for P00084.
P00085_TC1,P00085,"""10
63 48 59 80 15 60 30 60 1 43""",1,True,"""The minimum value in [63, 48, 59, 80, 15, 60, 30, 60, 1, 43] is 1. (problem P00085)"""
P00085_TC2,P00085,27 35 9 11 49 20 49 1,201,False,Additional variant testcase for P00085.
P00085_TC3,P00085,36 24 27 24 15 33 21 23 39,39,False,Additional variant testcase for P00085.
P00086_TC1,P00086,"""6
64 37 36 79 7 14""",237,True,Add all elements: 237. (problem P00086)
P00086_TC2,P00086,18 39 35 2 39 49 48 45,275,False,Additional variant testcase for P00086.
P00086_TC3,P00086,20 23 28 12 3 11 43 7 49,49,False,Additional variant testcase for P00086.
P00087_TC1,P00087,"""5
33 34 89 71 89""",89 71 89 34 33,True,Reverse the order of the elements. (problem P00087)
P00087_TC2,P00087,13 29 5 15 5 23 30 34,154,False,Additional variant testcase for P00087.
P00087_TC3,P00087,15 4 38 47 46 41 46 3 5,47,False,Additional variant testcase for P00087.
P00088_TC1,P00088,"""8 1
28 86 60 31 66 99 64 35""",35 28 86 60 31 66 99 64,True,Rotate the array right by 1. (problem P00088)
P00088_TC2,P00088,5 13 27 37 3 36 32 31,184,False,Additional variant testcase for P00088.
P00088_TC3,P00088,17 38 19 28 28 43 46 7 30,46,False,Additional variant testcase for P00088.
P00089_TC1,P00089,"""10 3
74 45 62 29 99 93 27 74 44 46""",221,True,Scan all subarrays of size 3. (problem P00089)
P00089_TC2,P00089,3 36 14 21 17 4 49 2,146,False,Additional variant testcase for P00089.
P00089_TC3,P00089,17 44 10 26 1 30 29 38 23,44,False,Additional variant testcase for P00089.
P00090_TC1,P00090,"""7
84 21 48 23 53 63 23""",84 23 48 23 53 63 21,True,Swap values at indices 1 and 6. (problem P00090)
P00090_TC2,P00090,29 32 9 20 44 49 28 6,217,False,Additional variant testcase for P00090.
P00090_TC3,P00090,22 40 41 9 9 10 5 8 27,41,False,Additional variant testcase for P00090.
P00091_TC1,P00091,"""8
62 58 19 46 20 54 22 36""",62,True,"""The maximum value in [62, 58, 19, 46, 20, 54, 22, 36] is 62. (problem P00091)"""
P00091_TC2,P00091,32 44 12 32 25 14 8 37,204,False,Additional variant testcase for P00091.
P00091_TC3,P00091,39 13 39 35 29 40 40 37 3,40,False,Additional variant testcase for P00091.
P00092_TC1,P00092,"""11
55 82 17 93 97 1 94 74 66 57 29""",1,True,"""The minimum value in [55, 82, 17, 93, 97, 1, 94, 74, 66, 57, 29] is 1. (problem P00092)"""
P00092_TC2,P00092,47 47 8 40 33 19 18 25,237,False,Additional variant testcase for P00092.
P00092_TC3,P00092,26 23 37 21 18 21 14 13 16,37,False,Additional variant testcase for P00092.
P00093_TC1,P00093,"""7
36 73 94 1 99 88 84""",475,True,Add all elements: 475. (problem P00093)
P00093_TC2,P00093,24 42 21 9 9 30 50 33,218,False,Additional variant testcase for P00093.
P00093_TC3,P00093,6 7 6 23 48 17 36 5 29,48,False,Additional variant testcase for P00093.
P00094_TC1,P00094,"""12
29 16 86 54 20 51 49 33 37 41 45 60""",60 45 41 37 33 49 51 20 54 86 16 29,True,Reverse the order of the elements. (problem P00094)
P00094_TC2,P00094,37 36 6 2 29 3 4 40,157,False,Additional variant testcase for P00094.
P00094_TC3,P00094,36 2 12 18 34 42 35 36 25,42,False,Additional variant testcase for P00094.
P00095_TC1,P00095,"""7 3
5 98 38 53 98 92 4""",98 92 4 5 98 38 53,True,Rotate the array right by 3. (problem P00095)
P00095_TC2,P00095,50 6 50 10 43 18 40 5,222,False,Additional variant testcase for P00095.
P00095_TC3,P00095,6 3 20 10 7 1 37 9 29,37,False,Additional variant testcase for P00095.
P00096_TC1,P00096,"""11 4
58 27 11 39 71 56 82 95 74 13 38""",307,True,Scan all subarrays of size 4. (problem P00096)
P00096_TC2,P00096,47 34 2 22 19 35 47 9,215,False,Additional variant testcase for P00096.
P00096_TC3,P00096,16 45 17 26 50 15 13 21 24,50,False,Additional variant testcase for P00096.
P00097_TC1,P00097,"""11
7 55 29 74 72 33 2 9 22 5 91""",7 55 29 9 72 33 2 74 22 5 91,True,Swap values at indices 3 and 7. (problem P00097)
P00097_TC2,P00097,39 6 22 15 35 12 32 19,180,False,Additional variant testcase for P00097.
P00097_TC3,P00097,49 28 21 7 16 21 36 23 15,49,False,Additional variant testcase for P00097.
P00098_TC1,P00098,"""5
7 18 44 31 87""",87,True,"""The maximum value in [7, 18, 44, 31, 87] is 87. (problem P00098)"""
P00098_TC2,P00098,34 8 47 5 27 43 3 37,204,False,Additional variant testcase for P00098.
P00098_TC3,P00098,38 38 27 27 4 50 36 50 27,50,False,Additional variant testcase for P00098.
P00099_TC1,P00099,"""10
99 80 76 8 61 30 90 27 85 80""",8,True,"""The minimum value in [99, 80, 76, 8, 61, 30, 90, 27, 85, 80] is 8. (problem P00099)"""
P00099_TC2,P00099,4 3 43 35 4 8 31 31,159,False,Additional variant testcase for P00099.
P00099_TC3,P00099,45 11 32 3 48 18 40 13 4,48,False,Additional variant testcase for P00099.
P00100_TC1,P00100,"""8
13 67 86 35 49 67 77 14""",408,True,Add all elements: 408. (problem P00100)
P00100_TC2,P00100,8 14 19 6 50 10 41 10,158,False,Additional variant testcase for P00100.
P00100_TC3,P00100,6 32 39 15 1 12 42 29 9,42,False,Additional variant testcase for P00100.
P00101_TC1,P00101,"""6
74 73 91 44 22 85""",85 22 44 91 73 74,True,Reverse the order of the elements. (problem P00101)
P00101_TC2,P00101,19 50 45 19 44 39 28 39,283,False,Additional variant testcase for P00101.
P00101_TC3,P00101,16 15 50 24 17 17 46 11 17,50,False,Additional variant testcase for P00101.
P00102_TC1,P00102,"""6 1
27 50 90 29 88 42""",42 27 50 90 29 88,True,Rotate the array right by 1. (problem P00102)
P00102_TC2,P00102,39 47 10 14 29 32 37 42,250,False,Additional variant testcase for P00102.
P00102_TC3,P00102,21 29 44 22 35 25 13 29 19,44,False,Additional variant testcase for P00102.
P00103_TC1,P00103,"""7 3
62 37 97 99 81 77 38""",277,True,Scan all subarrays of size 3. (problem P00103)
P00103_TC2,P00103,23 31 38 9 48 39 4 15,207,False,Additional variant testcase for P00103.
P00103_TC3,P00103,6 26 25 27 9 8 35 39 35,39,False,Additional variant testcase for P00103.
P00104_TC1,P00104,"""8
38 2 90 55 80 92 59 82""",38 2 90 55 80 59 92 82,True,Swap values at indices 5 and 6. (problem P00104)
P00104_TC2,P00104,6 11 22 6 41 25 50 4,165,False,Additional variant testcase for P00104.
P00104_TC3,P00104,30 23 7 26 5 4 4 8 44,44,False,Additional variant testcase for P00104.
P00105_TC1,P00105,"""11
91 46 27 99 24 50 54 83 43 50 43""",99,True,"""The maximum value in [91, 46, 27, 99, 24, 50, 54, 83, 43, 50, 43] is 99. (problem P00105)"""
P00105_TC2,P00105,2 1 19 20 26 44 37 38,187,False,Additional variant testcase for P00105.
P00105_TC3,P00105,27 8 25 41 2 50 27 24 4,50,False,Additional variant testcase for P00105.
P00106_TC1,P00106,"""12
15 19 94 85 58 70 11 34 83 20 79 87""",11,True,"""The minimum value in [15, 19, 94, 85, 58, 70, 11, 34, 83, 20, 79, 87] is 11. (problem P00106)"""
P00106_TC2,P00106,48 9 16 39 10 26 10 21,179,False,Additional variant testcase for P00106.
P00106_TC3,P00106,9 18 21 2 30 29 16 7 6,30,False,Additional variant testcase for P00106.
P00107_TC1,P00107,"""5
41 45 68 88 30""",272,True,Add all elements: 272. (problem P00107)
P00107_TC2,P00107,41 42 31 23 15 40 47 20,259,False,Additional variant testcase for P00107.
P00107_TC3,P00107,3 47 47 29 40 29 38 8 41,47,False,Additional variant testcase for P00107.
P00108_TC1,P00108,"""12
42 70 90 54 40 97 19 94 66 44 20 82""",82 20 44 66 94 19 97 40 54 90 70 42,True,Reverse the order of the elements. (problem P00108)
P00108_TC2,P00108,43 17 14 24 49 18 26 2,193,False,Additional variant testcase for P00108.
P00108_TC3,P00108,21 35 40 21 43 16 4 5 35,43,False,Additional variant testcase for P00108.
P00109_TC1,P00109,"""5 3
98 21 97 74 21""",97 74 21 98 21,True,Rotate the array right by 3. (problem P00109)
P00109_TC2,P00109,38 39 15 36 41 1 48 5,223,False,Additional variant testcase for P00109.
P00109_TC3,P00109,5 19 26 11 26 24 48 28 23,48,False,Additional variant testcase for P00109.
P00110_TC1,P00110,"""7 4
4 71 59 31 30 82 6""",202,True,Scan all subarrays of size 4. (problem P00110)
P00110_TC2,P00110,30 8 5 49 6 4 7 22,131,False,Additional variant testcase for P00110.
P00110_TC3,P00110,39 41 39 48 17 9 30 7 25,48,False,Additional variant testcase for P00110.
P00111_TC1,P00111,"""9
46 79 40 98 2 29 75 52 43""",46 79 75 98 2 29 40 52 43,True,Swap values at indices 2 and 6. (problem P00111)
P00111_TC2,P00111,49 19 48 41 32 47 5 37,278,False,Additional variant testcase for P00111.
P00111_TC3,P00111,3 16 14 44 8 22 13 19 4,44,False,Additional variant testcase for P00111.
P00112_TC1,P00112,"""10
41 48 69 19 13 27 37 53 86 25""",86,True,"""The maximum value in [41, 48, 69, 19, 13, 27, 37, 53, 86, 25] is 86. (problem P00112)"""
P00112_TC2,P00112,13 29 3 2 38 50 22 6,163,False,Additional variant testcase for P00112.
P00112_TC3,P00112,16 12 38 1 32 15 4 22 2,38,False,Additional variant testcase for P00112.
P00113_TC1,P00113,"""8
84 5 62 31 37 25 95 39""",5,True,"""The minimum value in [84, 5, 62, 31, 37, 25, 95, 39] is 5. (problem P00113)"""
P00113_TC2,P00113,10 38 31 32 35 27 16 39,228,False,Additional variant testcase for P00113.
P00113_TC3,P00113,39 41 29 23 36 38 30 18 38,41,False,Additional variant testcase for P00113.
P00114_TC1,P00114,"""10
91 46 45 33 92 1 55 36 2 12""",413,True,Add all elements: 413. (problem P00114)
P00114_TC2,P00114,3 49 26 36 32 17 37 35,235,False,Additional variant testcase for P00114.
P00114_TC3,P00114,24 45 8 49 40 33 3 21 37,49,False,Additional variant testcase for P00114.
P00115_TC1,P00115,"""11
70 78 32 55 80 58 39 29 75 92 61""",61 92 75 29 39 58 80 55 32 78 70,True,Reverse the order of the elements. (problem P00115)
P00115_TC2,P00115,25 13 19 29 4 25 35 19,169,False,Additional variant testcase for P00115.
P00115_TC3,P00115,30 44 16 24 1 38 31 4 14,44,False,Additional variant testcase for P00115.
P00116_TC1,P00116,"""7 1
98 14 14 93 9 28 22""",22 98 14 14 93 9 28,True,Rotate the array right by 1. (problem P00116)
P00116_TC2,P00116,35 29 38 29 22 29 25 18,225,False,Additional variant testcase for P00116.
P00116_TC3,P00116,43 48 9 13 14 10 34 33 26,48,False,Additional variant testcase for P00116.
P00117_TC1,P00117,"""8 3
1 87 42 77 81 88 60 57""",246,True,Scan all subarrays of size 3. (problem P00117)
P00117_TC2,P00117,24 2 43 3 38 13 1 44,168,False,Additional variant testcase for P00117.
P00117_TC3,P00117,41 21 18 37 17 12 18 7 43,43,False,Additional variant testcase for P00117.
P00118_TC1,P00118,"""11
45 29 89 83 76 83 61 60 19 53 98""",45 29 83 89 76 83 61 60 19 53 98,True,Swap values at indices 2 and 3. (problem P00118)
P00118_TC2,P00118,27 36 13 33 19 34 2 8,172,False,Additional variant testcase for P00118.
P00118_TC3,P00118,15 12 37 3 27 21 18 34 21,37,False,Additional variant testcase for P00118.
P00119_TC1,P00119,"""11
96 90 67 93 7 56 68 42 40 40 18""",96,True,"""The maximum value in [96, 90, 67, 93, 7, 56, 68, 42, 40, 40, 18] is 96. (problem P00119)"""
P00119_TC2,P00119,47 7 16 7 41 40 38 36,232,False,Additional variant testcase for P00119.
P00119_TC3,P00119,1 29 37 40 10 50 41 17 15,50,False,Additional variant testcase for P00119.
P00120_TC1,P00120,"""7
43 59 37 7 95 94 34""",7,True,"""The minimum value in [43, 59, 37, 7, 95, 94, 34] is 7. (problem P00120)"""
P00120_TC2,P00120,49 20 40 11 34 42 42 5,243,False,Additional variant testcase for P00120.
P00120_TC3,P00120,14 35 8 21 1 29 41 5 32,41,False,Additional variant testcase for P00120.
P00121_TC1,P00121,"""7
47 53 47 64 6 56 8""",281,True,Add all elements: 281. (problem P00121)
P00121_TC2,P00121,41 16 6 48 44 35 43 36,269,False,Additional variant testcase for P00121.
P00121_TC3,P00121,46 44 23 20 25 43 31 22 34,46,False,Additional variant testcase for P00121.
P00122_TC1,P00122,"""11
94 11 68 91 35 77 3 24 76 92 68""",68 92 76 24 3 77 35 91 68 11 94,True,Reverse the order of the elements. (problem P00122)
P00122_TC2,P00122,45 20 50 49 1 34 47 8,254,False,Additional variant testcase for P00122.
P00122_TC3,P00122,25 11 13 32 28 30 27 8 47,47,False,Additional variant testcase for P00122.
P00123_TC1,P00123,"""5 1
35 70 99 21 24""",24 35 70 99 21,True,Rotate the array right by 1. (problem P00123)
P00123_TC2,P00123,3 16 47 16 43 21 13 31,190,False,Additional variant testcase for P00123.
P00123_TC3,P00123,42 30 4 41 31 37 28 33 35,42,False,Additional variant testcase for P00123.
P00124_TC1,P00124,"""11 2
72 42 45 76 1 44 50 53 40 49 14""",121,True,Scan all subarrays of size 2. (problem P00124)
P00124_TC2,P00124,31 30 30 19 10 14 32 19,185,False,Additional variant testcase for P00124.
P00124_TC3,P00124,18 8 31 42 11 10 11 24 40,42,False,Additional variant testcase for P00124.
P00125_TC1,P00125,"""9
59 76 15 81 28 75 95 92 55""",59 76 55 81 28 75 95 92 15,True,Swap values at indices 2 and 8. (problem P00125)
P00125_TC2,P00125,35 49 35 4 39 4 15 29,210,False,Additional variant testcase for P00125.
P00125_TC3,P00125,10 25 45 42 4 34 24 6 25,45,False,Additional variant testcase for P00125.
P00126_TC1,P00126,"""12
30 40 23 83 37 67 55 61 2 60 34 66""",83,True,"""The maximum value in [30, 40, 23, 83, 37, 67, 55, 61, 2, 60, 34, 66] is 83. (problem P00126)"""
P00126_TC2,P00126,8 37 33 44 13 8 45 7,195,False,Additional variant testcase for P00126.
P00126_TC3,P00126,34 46 22 23 20 16 32 26 29,46,False,Additional variant testcase for P00126.
P00127_TC1,P00127,"""6
2 94 27 30 85 35""",2,True,"""The minimum value in [2, 94, 27, 30, 85, 35] is 2. (problem P00127)"""
P00127_TC2,P00127,11 48 18 3 28 17 43 37,205,False,Additional variant testcase for P00127.
P00127_TC3,P00127,33 37 49 10 44 42 2 14 16,49,False,Additional variant testcase for P00127.
P00128_TC1,P00128,"""12
62 17 93 7 55 76 59 88 67 72 15 70""",681,True,Add all elements: 681. (problem P00128)
P00128_TC2,P00128,45 15 44 37 35 23 36 42,277,False,Additional variant testcase for P00128.
P00128_TC3,P00128,12 26 10 7 17 37 32 13 45,45,False,Additional variant testcase for P00128.
P00129_TC1,P00129,"""5
31 96 53 79 30""",30 79 53 96 31,True,Reverse the order of the elements. (problem P00129)
P00129_TC2,P00129,46 10 49 49 17 45 28 25,269,False,Additional variant testcase for P00129.
P00129_TC3,P00129,3 1 23 12 16 1 14 5 45,45,False,Additional variant testcase for P00129.
P00130_TC1,P00130,"""11 4
27 51 95 65 14 30 88 2 63 57 87""",2 63 57 87 27 51 95 65 14 30 88,True,Rotate the array right by 4. (problem P00130)
P00130_TC2,P00130,35 7 6 10 18 50 41 49,216,False,Additional variant testcase for P00130.
P00130_TC3,P00130,25 2 12 29 10 25 32 46 21,46,False,Additional variant testcase for P00130.
P00131_TC1,P00131,"""10 3
49 83 83 35 72 15 67 78 21 55""",215,True,Scan all subarrays of size 3. (problem P00131)
P00131_TC2,P00131,26 17 23 38 40 40 42 39,265,False,Additional variant testcase for P00131.
P00131_TC3,P00131,36 15 9 16 7 12 44 50 42,50,False,Additional variant testcase for P00131.
P00132_TC1,P00132,"""12
99 34 82 43 96 61 20 92 72 79 51 62""",99 34 82 43 96 61 20 92 79 72 51 62,True,Swap values at indices 8 and 9. (problem P00132)
P00132_TC2,P00132,38 46 11 35 12 3 31 26,202,False,Additional variant testcase for P00132.
P00132_TC3,P00132,25 48 21 47 9 13 9 18 13,48,False,Additional variant testcase for P00132.
P00133_TC1,P00133,"""10
97 82 6 75 37 22 16 59 8 2""",97,True,"""The maximum value in [97, 82, 6, 75, 37, 22, 16, 59, 8, 2] is 97. (problem P00133)"""
P00133_TC2,P00133,15 1 9 21 47 20 26 16,155,False,Additional variant testcase for P00133.
P00133_TC3,P00133,6 50 41 36 3 33 24 31 23,50,False,Additional variant testcase for P00133.
P00134_TC1,P00134,"""9
89 54 62 64 19 81 38 99 60""",19,True,"""The minimum value in [89, 54, 62, 64, 19, 81, 38, 99, 60] is 19. (problem P00134)"""
P00134_TC2,P00134,46 14 36 35 4 41 11 6,193,False,Additional variant testcase for P00134.
P00134_TC3,P00134,38 17 18 45 38 21 34 1 22,45,False,Additional variant testcase for P00134.
P00135_TC1,P00135,"""6
86 35 69 73 55 81""",399,True,Add all elements: 399. (problem P00135)
P00135_TC2,P00135,14 29 9 49 7 4 39 10,161,False,Additional variant testcase for P00135.
P00135_TC3,P00135,26 8 18 3 45 10 17 42 10,45,False,Additional variant testcase for P00135.
P00136_TC1,P00136,"""11
50 35 25 53 43 85 22 26 94 76 43""",43 76 94 26 22 85 43 53 25 35 50,True,Reverse the order of the elements. (problem P00136)
P00136_TC2,P00136,47 7 29 20 17 39 19 47,225,False,Additional variant testcase for P00136.
P00136_TC3,P00136,12 43 18 33 2 15 34 18 41,43,False,Additional variant testcase for P00136.
P00137_TC1,P00137,"""12 11
39 96 54 90 24 25 83 81 55 47 82 50""",96 54 90 24 25 83 81 55 47 82 50 39,True,Rotate the array right by 11. (problem P00137)
P00137_TC2,P00137,28 11 15 26 15 11 49 47,202,False,Additional variant testcase for P00137.
P00137_TC3,P00137,29 46 38 33 45 48 21 22 36,48,False,Additional variant testcase for P00137.
P00138_TC1,P00138,"""9 3
89 71 90 80 20 27 82 3 28""",250,True,Scan all subarrays of size 3. (problem P00138)
P00138_TC2,P00138,21 36 11 19 30 18 36 36,207,False,Additional variant testcase for P00138.
P00138_TC3,P00138,43 25 25 42 44 12 16 10 27,44,False,Additional variant testcase for P00138.
P00139_TC1,P00139,"""12
75 58 97 72 90 85 95 83 24 36 76 89""",75 58 97 72 90 85 95 83 24 36 89 76,True,Swap values at indices 10 and 11. (problem P00139)
P00139_TC2,P00139,21 11 30 47 25 43 30 33,240,False,Additional variant testcase for P00139.
P00139_TC3,P00139,22 27 9 45 45 2 48 4 50,50,False,Additional variant testcase for P00139.
P00140_TC1,P00140,"""7
71 16 74 80 22 70 46""",80,True,"""The maximum value in [71, 16, 74, 80, 22, 70, 46] is 80. (problem P00140)"""
P00140_TC2,P00140,31 30 18 33 10 47 13 49,231,False,Additional variant testcase for P00140.
P00140_TC3,P00140,24 41 38 21 48 35 37 40 4,48,False,Additional variant testcase for P00140.
P00141_TC1,P00141,"""6
53 68 2 81 15 73""",2,True,"""The minimum value in [53, 68, 2, 81, 15, 73] is 2. (problem P00141)"""
P00141_TC2,P00141,6 41 26 48 14 22 39 26,222,False,Additional variant testcase for P00141.
P00141_TC3,P00141,38 38 22 28 34 36 15 27 12,38,False,Additional variant testcase for P00141.
P00142_TC1,P00142,"""6
77 14 37 11 99 95""",333,True,Add all elements: 333. (problem P00142)
P00142_TC2,P00142,32 48 24 8 24 30 1 3,170,False,Additional variant testcase for P00142.
P00142_TC3,P00142,35 11 28 17 46 27 8 25 8,46,False,Additional variant testcase for P00142.
P00143_TC1,P00143,"""10
70 91 18 22 27 2 76 34 62 59""",59 62 34 76 2 27 22 18 91 70,True,Reverse the order of the elements. (problem P00143)
P00143_TC2,P00143,28 36 49 15 29 2 8 35,202,False,Additional variant testcase for P00143.
P00143_TC3,P00143,38 28 7 16 2 30 47 22 34,47,False,Additional variant testcase for P00143.
P00144_TC1,P00144,"""11 1
37 15 59 85 14 40 6 79 40 3 71""",71 37 15 59 85 14 40 6 79 40 3,True,Rotate the array right by 1. (problem P00144)
P00144_TC2,P00144,23 42 7 18 5 31 26 33,185,False,Additional variant testcase for P00144.
P00144_TC3,P00144,30 30 19 25 37 33 2 31 50,50,False,Additional variant testcase for P00144.
P00145_TC1,P00145,"""8 2
97 80 50 73 50 91 38 25""",177,True,Scan all subarrays of size 2. (problem P00145)
P00145_TC2,P00145,42 40 48 47 9 6 17 23,232,False,Additional variant testcase for P00145.
P00145_TC3,P00145,45 9 42 42 45 10 10 49 49,49,False,Additional variant testcase for P00145.
